Unnamed: 0,Rating,Komentar,Content Quality,Subscription & Pricing,UI/UX,Functionality,Technical & Access
-1,,"kompas sudah tidak independen lagi, pemberitaannya sangat terasa berpihak",-1.0,,,,
-1,,"liputannya tidak berimbang, satu pihak selalu dapat porsi lebih besar dari pihak lainnya",-1.0,,,,
-1,,"kompas makin kehilangan objektivitas, narasumber yang dikutip selalu dari kelompok yang sama",-1.0,,,,
-1,,"framing berita kompas sangat kentara keberpihakannnya, tidak ada keseimbangan sudut pandang",-1.0,,,,
-1,,"sudah tidak ada lagi jurnalisme investigatif yang berani di kompas, semuanya aman dan tidak kritis",-1.0,,,,
-1,,"liputan kompas sangat dangkal, tidak ada kedalaman analisis sama sekali",-1.0,,,,
-1,,"berita kompas pendek-pendek dan tidak tuntas, banyak pertanyaan yang tidak dijawab",-1.0,,,,
-1,,"rubrik olahraga dan teknologi di kompas sangat kurang, hanya berita utama yang dibahas mendalam",-1.0,,,,
-1,,"kualitas tulisan kompas menurun, analisis yang dulu jadi ciri khasnya kini jarang ditemukan",-1.0,,,,
-1,,semoga berita di kompas makin cepat dan selalu terkini setiap harinya,0.0,,,,
-1,,harap berita olahraga terutama sepak bola bisa lebih sering diupdate,0.0,,,,
-1,,mohon berita teknologi dan startup lokal lebih banyak diliput kompas,0.0,,,,
-1,,semoga kompas bisa tingkatkan kecepatan upload berita terutama saat ada kejadian besar,0.0,,,,
-1,,tolong perbanyak liputan berita dari luar pulau jawa agar lebih merata,0.0,,,,
-1,,semoga ke depannya kompas bisa muat berita daerah lebih banyak lagi,0.0,,,,
-1,,harapannya berita internasional di kompas bisa lebih lengkap dan beragam,0.0,,,,
-1,,minta kompas untuk lebih sering update berita ekonomi dan bisnis harian,0.0,,,,
-1,,semoga kompas tetap konsisten menjaga independensinya dari tekanan manapun,0.0,,,,
-1,,harapannya pemberitaan kompas selalu berimbang dan memberi ruang bagi semua pihak,0.0,,,,
-1,,semoga kompas terus berpegang pada prinsip jurnalisme yang objektif dan tidak berpihak,0.0,,,,
-1,,mohon kompas untuk terus menjaga keberimbangan dalam setiap liputannya,0.0,,,,
-1,,semoga kompas bisa menghadirkan lebih banyak sudut pandang berbeda dalam satu isu,0.0,,,,
-1,,harap kompas tetap berani mengkritik semua pihak tanpa terkecuali,0.0,,,,
-1,,semoga redaksi kompas selalu menjaga standar netralitas dalam pelaporan berita,0.0,,,,
-1,,tolong pastikan setiap berita kompas sudah mendengar semua pihak yang terlibat,0.0,,,,
-1,,semoga kompas makin banyak memproduksi berita investigatif yang mendalam,0.0,,,,
-1,,harapannya liputan kompas semakin tajam dan tidak hanya di permukaan saja,0.0,,,,
-1,,mohon kompas untuk lebih banyak menyajikan analisis mendalam bukan hanya laporan peristiwa,0.0,,,,
-1,,semoga kompas terus meningkatkan kualitas riset dan verifikasi fakta sebelum terbit,0.0,,,,
-1,,tolong kompas untuk lebih banyak hadirkan perspektif para ahli dalam setiap isu penting,0.0,,,,
-1,,semoga kompas bisa memperbanyak konten jurnalisme data yang informatif,0.0,,,,
-1,,harapannya konten opini dan esai di kompas semakin beragam dan mencerminkan banyak suara,0.0,,,,
-1,,semoga standar penulisan di kompas terus dijaga dengan baik oleh seluruh jurnalisnya,0.0,,,,
-1,,tolong kompas tambahkan lebih banyak liputan tentang isu lingkungan dan perubahan iklim,0.0,,,,
-1,,semoga rubrik sains dan teknologi di kompas bisa lebih sering diperbarui,0.0,,,,
-1,,mohon kompas lebih banyak meliput isu kesehatan masyarakat terutama di daerah terpencil,0.0,,,,
-1,,harap kompas tambahkan konten pendidikan yang lebih relevan bagi generasi muda,0.0,,,,
-1,,semoga kompas bisa memperluas cakupan berita budaya dan seni lokal nusantara,0.0,,,,
-1,,tolong tambahkan lebih banyak liputan tentang usaha kecil dan menengah di indonesia,0.0,,,,
-1,,semoga kompas makin banyak mengangkat kisah inspiratif dari berbagai penjuru indonesia,0.0,,,,
-1,,mohon perbanyak konten yang membahas isu sosial dan kemasyarakatan secara mendalam,0.0,,,,
-1,,semoga kompas bisa lebih banyak menyajikan berita dalam format visual yang menarik,0.0,,,,
-1,,harap kompas tambahkan lebih banyak infografis untuk memudahkan pemahaman berita kompleks,0.0,,,,
-1,,tolong kompas hadirkan lebih banyak konten podcast berita untuk yang lebih suka mendengarkan,0.0,,,,
-1,,semoga kompas bisa memperbanyak liputan berbentuk video pendek yang mudah dicerna,0.0,,,,
-1,,mohon kompas sediakan lebih banyak artikel dengan bahasa yang mudah dipahami semua kalangan,0.0,,,,
-1,,harapannya kompas bisa menyajikan berita panjang dengan format yang lebih nyaman dibaca,0.0,,,,
-1,,semoga kompas bisa menghadirkan seri berita mendalam yang terstruktur untuk isu-isu besar,0.0,,,,
